material,exp_id,iteration,replication,writeLatency_mean,writeEnergy_mean,L2_norm_Error,Loo_norm_Error,min_elapsed_time
AlOx-HfO2,exp2,80,5,91.34274110582136,0.04314857761218175,1.8945626790124757,0.394976466959583,2.604673147201538
AlOx-HfO2,exp2,90,1,91.48207124404884,0.04318371303905728,1.1862005508525149,0.29489093986868387,2.809065580368042
AlOx-HfO2,exp2,90,2,91.37262124404899,0.04314779457658554,1.1922025085175934,0.29867445292424033,2.8694686889648438
AlOx-HfO2,exp2,90,3,91.34277124404899,0.043147415340072284,1.7942002475587555,0.3945815305866289,2.896099328994751
AlOx-HfO2,exp2,90,4,91.24327124404861,0.04312788613851021,2.7167669349906305,0.8237800765409746,2.888887405395508
AlOx-HfO2,exp2,90,5,91.60147124404905,0.043146221451083926,1.2398285014834274,0.3366043206880873,2.8780274391174316
EpiRAM,exp1,100,1,13.839948882276094,0.048345805190634555,0.9671312881805854,0.2910665133879746,3.246105194091797
EpiRAM,exp1,100,2,13.858193882276089,0.04843285306883039,0.9548511938222817,0.2771332089629368,3.271143674850464
EpiRAM,exp1,100,3,13.847913882276119,0.048367124803287774,0.964328165634277,0.2670780721811745,3.366535186767578
EpiRAM,exp1,100,4,13.87214388227608,0.048476790526273,0.9827786923840062,0.29015816199236966,3.3630776405334473
